timeStamp,jointName,position.x,position.y,position.z,rotation.x,rotation.y,rotation.z,rotation.w
0.214155,Hand_MiddleTip,-0.08418278,0.2729087,-0.193309,0.6712461,-0.1872684,-0.7108919,0.09482486
0.214155,FullBody_LeftHandThumbDistal,-0.08162685,0.285115,-0.1642694,0.674683,-0.06715674,-0.7206828,-0.1446005
0.214155,Body_LeftHandThumbTip,-0.08034888,0.2912182,-0.1497496,0.674683,-0.06715674,-0.7206828,-0.1446005
0.214155,Body_LeftHandIndexMetacarpal,-0.1017907,0.2405199,-0.2017761,0.3425263,0.1817077,-0.5897032,0.7084548
0.214155,XRHand_LittleTip,-0.1185333,0.2829863,-0.171202,0.3539622,0.2398424,-0.6825676,0.5926954
0.214155,Body_LeftHandIndexIntermediate,-0.1168717,0.3056633,-0.1439778,0.2468843,0.3540486,-0.8253919,0.3639038
0.214155,FullBody_LeftHandIndexDistal,-0.1029333,0.315344,-0.1288574,0.2146074,0.4043312,-0.8518159,0.254695
0.214155,FullBody_LeftHandIndexTip,-0.09596403,0.3201845,-0.1212972,0.2146074,0.4043312,-0.8518159,0.254695
0.214155,FullBody_LeftHandMiddleMetacarpal,-0.1123132,0.2501448,-0.176338,0.3425263,0.1817077,-0.5897032,0.7084548
0.214155,Body_LeftHandMiddleProximal,-0.1257316,0.2681616,-0.1583543,0.3007078,0.3298728,-0.7335964,0.5124404
0.214155,FullBody_LeftHandMiddleIntermediate,-0.1139303,0.290381,-0.1270692,0.143839,0.4294086,-0.8700567,0.1947306
0.214155,Body_LeftHandMiddleDistal,-0.09118551,0.2959289,-0.1163113,0.04807559,0.4981238,-0.864306,0.05036478
0.214155,Body_LeftHandMiddleTip,-0.07981312,0.2987029,-0.1109324,0.04807559,0.4981238,-0.864306,0.05036478
0.214155,FullBody_LeftHandRingMetacarpal,-0.1113291,0.2169691,-0.1841948,0.3425263,0.1817077,-0.5897032,0.7084548
0.214155,FullBody_LeftHandRingProximal,-0.1232318,0.2512411,-0.1490937,0.3012233,0.3530141,-0.6766363,0.5716721
0.214155,FullBody_LeftHandRingIntermediate,-0.1172175,0.2716993,-0.1195072,0.1190242,0.4610378,-0.8282946,0.2953056
0.214155,FullBody_LeftHandRingDistal,-0.09740394,0.2811295,-0.1078399,-0.007417411,0.4784521,-0.8678987,0.1333432
0.214155,Body_LeftHandRingTip,-0.08749717,0.2858447,-0.1020062,-0.007417411,0.4784521,-0.8678987,0.1333432
0.214155,FullBody_LeftHandLittleMetacarpal,-0.1092132,0.211486,-0.17853,0.2643373,0.4036892,-0.4981392,0.7204291
0.214155,Body_LeftHandLittleProximal,-0.1168034,0.2330195,-0.1424544,0.2991837,0.3962508,-0.5879332,0.6385993
0.214155,FullBody_LeftHandLittleIntermediate,-0.1166496,0.2477813,-0.1178067,0.1215012,0.5286168,-0.7325383,0.4113265
0.214155,FullBody_LeftHandLittleDistal,-0.1046424,0.2567884,-0.1061646,-0.01088306,0.5204237,-0.8004766,0.2971161
0.214155,FullBody_LeftHandLittleTip,-0.0986388,0.261292,-0.1003436,-0.01088306,0.5204237,-0.8004766,0.2971161
0.214155,FullBody_RightHandPalm,0.1054098,0.2033182,-0.2047053,0.6827458,0.4810883,0.3965894,-0.3809583
0.214155,Body_RightHandWrist,0.09824669,0.1898078,-0.2370738,0.6827458,0.4810883,0.3965894,-0.3809583
0.214155,FullBody_RightHandThumbMetacarpal,0.08960739,0.2278999,-0.2111739,0.3119986,0.6848163,-0.2367859,-0.6145047
0.214155,Body_RightHandThumbProximal,0.08808446,0.2497423,-0.1900748,0.2520755,0.7105056,-0.05328269,-0.6548288
0.214155,FullBody_RightHandThumbDistal,0.08760029,0.2632682,-0.1615155,0.04721322,0.7679809,0.01875205,-0.6384548
0.214155,Body_RightHandThumbTip,0.08735818,0.2700312,-0.1472358,0.04721322,0.7679809,0.01875205,-0.6384548
0.214155,FullBody_RightHandIndexMetacarpal,0.09738125,0.2195339,-0.2093696,0.6827458,0.4810883,0.3965894,-0.3809583
0.214155,Body_RightHandIndexProximal,0.1155177,0.243208,-0.1633026,0.4365226,0.6380725,0.5664348,-0.2854176
0.214155,FullBody_RightHandIndexIntermediate,0.09934415,0.2514984,-0.132842,0.1864024,0.7382002,0.6464325,-0.04939369
0.214155,FullBody_RightHandIndexDistal,0.0783052,0.2563021,-0.1257067,0.06787477,0.7444636,0.6636753,0.02649947
0.214155,Body_RightHandIndexTip,0.06778572,0.258704,-0.1221391,0.06787477,0.7444636,0.6636753,0.02649947
0.214155,Body_RightHandMiddleMetacarpal,0.1035845,0.21694,-0.1811115,0.6827458,0.4810883,0.3965894,-0.3809583
0.214155,Body_RightHandMiddleProximal,0.1161546,0.2235837,-0.1561524,0.4308584,0.6526895,0.5837656,-0.2181176
0.214155,Body_RightHandMiddleIntermediate,0.09473351,0.2359396,-0.1245265,0.1397254,0.7625647,0.6305494,0.03713975
0.214155,Body_RightHandMiddleDistal,0.07004555,0.242637,-0.121446,0.02485045,0.7368903,0.6599929,0.1441688
0.214155,Body_RightHandMiddleTip,0.05770156,0.2459857,-0.1199057,0.02485045,0.7368903,0.6599929,0.1441688
0.214155,Body_RightHandRingMetacarpal,0.09763487,0.1900902,-0.2012194,0.6827458,0.4810883,0.3965894,-0.3809583
0.214155,FullBody_RightHandRingProximal,0.1079913,0.2060119,-0.1544479,0.4804448,0.6125054,0.5898108,-0.2147862
0.214155,Body_RightHandRingIntermediate,0.09172274,0.2182362,-0.1241828,0.2082348,0.7316328,0.6456579,0.06691552
0.214155,Body_RightHandRingDistal,0.06924844,0.227956,-0.1199335,0.06805572,0.7473598,0.6212297,0.2256001
0.214155,FullBody_RightHandRingTip,0.05801128,0.232816,-0.1178089,0.06805572,0.7473598,0.6212297,0.2256001
0.214155,FullBody_RightHandLittleMetacarpal,0.09312516,0.1838909,-0.1984154,0.6753303,0.3426428,0.5863122,-0.2876856
0.214155,Body_RightHandLittleProximal,0.09644157,0.1892489,-0.1561894,0.5732331,0.5446627,0.5787999,-0.1993417
0.214155,Body_RightHandLittleIntermediate,0.08887582,0.2005597,-0.1308858,0.3557304,0.659224,0.6619036,0.02763055
0.214155,FullBody_RightHandLittleDistal,0.07471673,0.2101637,-0.1226323,0.2161843,0.7247893,0.6167144,0.2181931
0.214155,FullBody_RightHandLittleTip,0.06763719,0.2149657,-0.1185056,0.2161843,0.7247893,0.6167144,0.2181931
0.3224387,Body_Start,0.00214171,-1.119921,-0.4494399,0,-0.0225468,0,0.9997458
0.3224387,Body_Hips,0.00214171,-0.1904313,-0.4494399,0.4208397,-0.5448673,-0.4505924,0.5683134
0.3224387,Body_SpineLower,0.0004315525,-0.1788438,-0.4850892,0.4233887,-0.5396339,-0.4476447,0.5737171
0.3224387,Body_SpineMiddle,-0.0005218089,-0.0707317,-0.4962908,0.4624681,-0.4928257,-0.4972052,0.5440893
0.3224387,Hand_Thumb2,-0.004464265,0.03534836,-0.5255366,0.4781465,-0.4762666,-0.5083877,0.5348719
0.3224387,Body_Chest,-0.008231783,0.2156866,-0.5125066,0.4870387,-0.4805251,-0.5017378,0.5292903
0.3224387,Body_Neck,-0.008751096,0.333206,-0.4591317,0.4942826,-0.4343135,-0.5500852,0.5142595
0.3224387,Hand_Index2,-0.009966772,0.4021127,-0.4524084,0.4432222,-0.4863102,-0.4898416,0.5719369
0.3224387,Hand_Index3,-0.03125199,0.2689978,-0.411217,0.6983769,-0.06300571,0.2136715,0.6801798
0.3224387,Hand_Middle1,-0.1745269,0.2737606,-0.4936587,0.6645566,0.0565109,0.158736,0.727993
0.3224387,FullBody_LeftArmUpper,-0.1787576,0.2417241,-0.4911574,0.4715617,0.6376565,0.2851324,0.5382597
0.3224387,XRHand_MiddleMetacarpal,-0.1848169,0.01889855,-0.3892101,-0.213478,0.7638084,-0.2495701,0.5556426
0.3224387,Hand_Ring1,-0.1223265,0.1503763,-0.2228271,-0.2281146,0.8111864,-0.1826164,0.5065488
0.3224387,Hand_Ring2,0.02388736,0.2708383,-0.4147429,0.6806393,-0.2353737,-0.175291,-0.6712694
0.3224387,XRHand_MiddleDistal,0.1466339,0.2938877,-0.5231391,0.7354795,-0.1798033,-0.05576225,-0.6508698
0.3224387,XRHand_MiddleTip,0.1550146,0.2625877,-0.5221453,0.5461228,-0.247656,0.5967614,-0.5331907
0.3224387,Hand_Pinky1,0.1956439,0.04016328,-0.4275095,0.5399519,0.2608364,0.7916806,0.116868
0.3224387,Body_RightHandWristTwist,0.1117729,0.1415761,-0.2498707,0.4324209,-0.08334897,0.8535084,0.2785471
0.3224387,FullBody_LeftHandPalm,-0.1144449,0.2292203,-0.1935638,0.3425263,0.1817077,-0.5897032,0.7084548
0.3224387,XRHand_RingDistal,-0.1069205,0.2032595,-0.2170369,0.3425263,0.1817077,-0.5897032,0.7084548
0.3224387,Body_LeftHandThumbMetacarpal,-0.09201586,0.2458896,-0.2048494,0.5318245,-0.4845967,-0.6276716,0.2972494
0.3224387,Hand_MiddleTip,-0.08418278,0.2729087,-0.193309,0.6712461,-0.1872684,-0.7108919,0.09482486
0.3224387,FullBody_LeftHandThumbDistal,-0.08162685,0.285115,-0.1642694,0.674683,-0.06715674,-0.7206828,-0.1446005
0.3224387,Body_LeftHandThumbTip,-0.08034888,0.2912182,-0.1497496,0.674683,-0.06715674,-0.7206828,-0.1446005
0.3224387,Body_LeftHandIndexMetacarpal,-0.1017907,0.2405199,-0.2017761,0.3425263,0.1817077,-0.5897032,0.7084548
0.3224387,XRHand_LittleTip,-0.1185333,0.2829863,-0.171202,0.3539622,0.2398424,-0.6825676,0.5926954
0.3224387,Body_LeftHandIndexIntermediate,-0.1168717,0.3056633,-0.1439778,0.2468843,0.3540486,-0.8253919,0.3639038
0.3224387,FullBody_LeftHandIndexDistal,-0.1029333,0.315344,-0.1288574,0.2146074,0.4043312,-0.8518159,0.254695
0.3224387,FullBody_LeftHandIndexTip,-0.09596403,0.3201845,-0.1212972,0.2146074,0.4043312,-0.8518159,0.254695
0.3224387,FullBody_LeftHandMiddleMetacarpal,-0.1123132,0.2501448,-0.176338,0.3425263,0.1817077,-0.5897032,0.7084548
0.3224387,Body_LeftHandMiddleProximal,-0.1257316,0.2681616,-0.1583543,0.3007078,0.3298728,-0.7335964,0.5124404
0.3224387,FullBody_LeftHandMiddleIntermediate,-0.1139303,0.290381,-0.1270692,0.143839,0.4294086,-0.8700567,0.1947306
0.3224387,Body_LeftHandMiddleDistal,-0.09118551,0.2959289,-0.1163113,0.04807559,0.4981238,-0.864306,0.05036478
0.3224387,Body_LeftHandMiddleTip,-0.07981312,0.2987029,-0.1109324,0.04807559,0.4981238,-0.864306,0.05036478
0.3224387,FullBody_LeftHandRingMetacarpal,-0.1113291,0.2169691,-0.1841948,0.3425263,0.1817077,-0.5897032,0.7084548
0.3224387,FullBody_LeftHandRingProximal,-0.1232318,0.2512411,-0.1490937,0.3012233,0.3530141,-0.6766363,0.5716721
0.3224387,FullBody_LeftHandRingIntermediate,-0.1172175,0.2716993,-0.1195072,0.1190242,0.4610378,-0.8282946,0.2953056
0.3224387,FullBody_LeftHandRingDistal,-0.09740394,0.2811295,-0.1078399,-0.007417411,0.4784521,-0.8678987,0.1333432
0.3224387,Body_LeftHandRingTip,-0.08749717,0.2858447,-0.1020062,-0.007417411,0.4784521,-0.8678987,0.1333432
0.3224387,FullBody_LeftHandLittleMetacarpal,-0.1092132,0.211486,-0.17853,0.2643373,0.4036892,-0.4981392,0.7204291
0.3224387,Body_LeftHandLittleProximal,-0.1168034,0.2330195,-0.1424544,0.2991837,0.3962508,-0.5879332,0.6385993
0.3224387,FullBody_LeftHandLittleIntermediate,-0.1166496,0.2477813,-0.1178067,0.1215012,0.5286168,-0.7325383,0.4113265
0.3224387,FullBody_LeftHandLittleDistal,-0.1046424,0.2567884,-0.1061646,-0.01088306,0.5204237,-0.8004766,0.2971161
0.3224387,FullBody_LeftHandLittleTip,-0.0986388,0.261292,-0.1003436,-0.01088306,0.5204237,-0.8004766,0.2971161
0.3224387,FullBody_RightHandPalm,0.1054098,0.2033182,-0.2047053,0.6827458,0.4810883,0.3965894,-0.3809583
0.3224387,Body_RightHandWrist,0.09824669,0.1898078,-0.2370738,0.6827458,0.4810883,0.3965894,-0.3809583
0.3224387,FullBody_RightHandThumbMetacarpal,0.08960739,0.2278999,-0.2111739,0.3119986,0.6848163,-0.2367859,-0.6145047
0.3224387,Body_RightHandThumbProximal,0.08808446,0.2497423,-0.1900748,0.2520755,0.7105056,-0.05328269,-0.6548288
0.3224387,FullBody_RightHandThumbDistal,0.08760029,0.2632682,-0.1615155,0.04721322,0.7679809,0.01875205,-0.6384548
0.3224387,Body_RightHandThumbTip,0.08735818,0.2700312,-0.1472358,0.04721322,0.7679809,0.01875205,-0.6384548
0.3224387,FullBody_RightHandIndexMetacarpal,0.09738125,0.2195339,-0.2093696,0.6827458,0.4810883,0.3965894,-0.3809583
0.3224387,Body_RightHandIndexProximal,0.1155177,0.243208,-0.1633026,0.4365226,0.6380725,0.5664348,-0.2854176
0.3224387,FullBody_RightHandIndexIntermediate,0.09934415,0.2514984,-0.132842,0.1864024,0.7382002,0.6464325,-0.04939369
0.3224387,FullBody_RightHandIndexDistal,0.0783052,0.2563021,-0.1257067,0.06787477,0.7444636,0.6636753,0.02649947
0.3224387,Body_RightHandIndexTip,0.06778572,0.258704,-0.1221391,0.06787477,0.7444636,0.6636753,0.02649947
0.3224387,Body_RightHandMiddleMetacarpal,0.1035845,0.21694,-0.1811115,0.6827458,0.4810883,0.3965894,-0.3809583
0.3224387,Body_RightHandMiddleProximal,0.1161546,0.2235837,-0.1561524,0.4308584,0.6526895,0.5837656,-0.2181176
0.3224387,Body_RightHandMiddleIntermediate,0.09473351,0.2359396,-0.1245265,0.1397254,0.7625647,0.6305494,0.03713975
0.3224387,Body_RightHandMiddleDistal,0.07004555,0.242637,-0.121446,0.02485045,0.7368903,0.6599929,0.1441688
0.3224387,Body_RightHandMiddleTip,0.05770156,0.2459857,-0.1199057,0.02485045,0.7368903,0.6599929,0.1441688
0.3224387,Body_RightHandRingMetacarpal,0.09763487,0.1900902,-0.2012194,0.6827458,0.4810883,0.3965894,-0.3809583
0.3224387,FullBody_RightHandRingProximal,0.1079913,0.2060119,-0.1544479,0.4804448,0.6125054,0.5898108,-0.2147862
0.3224387,Body_RightHandRingIntermediate,0.09172274,0.2182362,-0.1241828,0.2082348,0.7316328,0.6456579,0.06691552
0.3224387,Body_RightHandRingDistal,0.06924844,0.227956,-0.1199335,0.06805572,0.7473598,0.6212297,0.2256001
0.3224387,FullBody_RightHandRingTip,0.05801128,0.232816,-0.1178089,0.06805572,0.7473598,0.6212297,0.2256001
0.3224387,FullBody_RightHandLittleMetacarpal,0.09312516,0.1838909,-0.1984154,0.6753303,0.3426428,0.5863122,-0.2876856
0.3224387,Body_RightHandLittleProximal,0.09644157,0.1892489,-0.1561894,0.5732331,0.5446627,0.5787999,-0.1993417
0.3224387,Body_RightHandLittleIntermediate,0.08887582,0.2005597,-0.1308858,0.3557304,0.659224,0.6619036,0.02763055
0.3224387,FullBody_RightHandLittleDistal,0.07471673,0.2101637,-0.1226323,0.2161843,0.7247893,0.6167144,0.2181931
0.3224387,FullBody_RightHandLittleTip,0.06763719,0.2149657,-0.1185056,0.2161843,0.7247893,0.6167144,0.2181931
0.4447234,Body_Start,0.00214171,-1.119921,-0.4494399,0,-0.0225468,0,0.9997458
0.4447234,Body_Hips,0.00214171,-0.1904313,-0.4494399,0.4208397,-0.5448673,-0.4505924,0.5683134
0.4447234,Body_SpineLower,0.0004315525,-0.1788438,-0.4850892,0.4233887,-0.5396339,-0.4476447,0.5737171
0.4447234,Body_SpineMiddle,-0.0005218089,-0.0707317,-0.4962908,0.4624681,-0.4928257,-0.4972052,0.5440893
0.4447234,Hand_Thumb2,-0.004464265,0.03534836,-0.5255366,0.4781465,-0.4762666,-0.5083877,0.5348719
0.4447234,Body_Chest,-0.008231783,0.2156866,-0.5125066,0.4870387,-0.4805251,-0.5017378,0.5292903
0.4447234,Body_Neck,-0.008751096,0.333206,-0.4591317,0.4942826,-0.4343135,-0.5500852,0.5142595
0.4447234,Hand_Index2,-0.009966772,0.4021127,-0.4524084,0.4432222,-0.4863102,-0.4898416,0.5719369
0.4447234,Hand_Index3,-0.03125199,0.2689978,-0.411217,0.6983769,-0.06300571,0.2136715,0.6801798
0.4447234,Hand_Middle1,-0.1745269,0.2737606,-0.4936587,0.6645566,0.0565109,0.158736,0.727993
0.4447234,FullBody_LeftArmUpper,-0.1787576,0.2417241,-0.4911574,0.4715617,0.6376565,0.2851324,0.5382597
0.4447234,XRHand_MiddleMetacarpal,-0.1848169,0.01889855,-0.3892101,-0.213478,0.7638084,-0.2495701,0.5556426
0.4447234,Hand_Ring1,-0.1223265,0.1503763,-0.2228271,-0.2281146,0.8111864,-0.1826164,0.5065488
0.4447234,Hand_Ring2,0.02388736,0.2708383,-0.4147429,0.6806393,-0.2353737,-0.175291,-0.6712694
0.4447234,XRHand_MiddleDistal,0.1466339,0.2938877,-0.5231391,0.7354795,-0.1798033,-0.05576225,-0.6508698
0.4447234,XRHand_MiddleTip,0.1550146,0.2625877,-0.5221453,0.5461228,-0.247656,0.5967614,-0.5331907
0.4447234,Hand_Pinky1,0.1956439,0.04016328,-0.4275095,0.5399519,0.2608364,0.7916806,0.116868
0.4447234,Body_RightHandWristTwist,0.1117729,0.1415761,-0.2498707,0.4324209,-0.08334897,0.8535084,0.2785471
0.4447234,FullBody_LeftHandPalm,-0.1144449,0.2292203,-0.1935638,0.3425263,0.1817077,-0.5897032,0.7084548
0.4447234,XRHand_RingDistal,-0.1069205,0.2032595,-0.2170369,0.3425263,0.1817077,-0.5897032,0.7084548
0.4447234,Body_LeftHandThumbMetacarpal,-0.09201586,0.2458896,-0.2048494,0.5318245,-0.4845967,-0.6276716,0.2972494
0.4447234,Hand_MiddleTip,-0.08418278,0.2729087,-0.193309,0.6712461,-0.1872684,-0.7108919,0.09482486
0.4447234,FullBody_LeftHandThumbDistal,-0.08162685,0.285115,-0.1642694,0.674683,-0.06715674,-0.7206828,-0.1446005
0.4447234,Body_LeftHandThumbTip,-0.08034888,0.2912182,-0.1497496,0.674683,-0.06715674,-0.7206828,-0.1446005
0.4447234,Body_LeftHandIndexMetacarpal,-0.1017907,0.2405199,-0.2017761,0.3425263,0.1817077,-0.5897032,0.7084548
0.4447234,XRHand_LittleTip,-0.1185333,0.2829863,-0.171202,0.3539622,0.2398424,-0.6825676,0.5926954
0.4447234,Body_LeftHandIndexIntermediate,-0.1168717,0.3056633,-0.1439778,0.2468843,0.3540486,-0.8253919,0.3639038
0.4447234,FullBody_LeftHandIndexDistal,-0.1029333,0.315344,-0.1288574,0.2146074,0.4043312,-0.8518159,0.254695
0.4447234,FullBody_LeftHandIndexTip,-0.09596403,0.3201845,-0.1212972,0.2146074,0.4043312,-0.8518159,0.254695
0.4447234,FullBody_LeftHandMiddleMetacarpal,-0.1123132,0.2501448,-0.176338,0.3425263,0.1817077,-0.5897032,0.7084548
0.4447234,Body_LeftHandMiddleProximal,-0.1257316,0.2681616,-0.1583543,0.3007078,0.3298728,-0.7335964,0.5124404
0.4447234,FullBody_LeftHandMiddleIntermediate,-0.1139303,0.290381,-0.1270692,0.143839,0.4294086,-0.8700567,0.1947306
0.4447234,Body_LeftHandMiddleDistal,-0.09118551,0.2959289,-0.1163113,0.04807559,0.4981238,-0.864306,0.05036478
0.4447234,Body_LeftHandMiddleTip,-0.07981312,0.2987029,-0.1109324,0.04807559,0.4981238,-0.864306,0.05036478
0.4447234,FullBody_LeftHandRingMetacarpal,-0.1113291,0.2169691,-0.1841948,0.3425263,0.1817077,-0.5897032,0.7084548
0.4447234,FullBody_LeftHandRingProximal,-0.1232318,0.2512411,-0.1490937,0.3012233,0.3530141,-0.6766363,0.5716721
0.4447234,FullBody_LeftHandRingIntermediate,-0.1172175,0.2716993,-0.1195072,0.1190242,0.4610378,-0.8282946,0.2953056
0.4447234,FullBody_LeftHandRingDistal,-0.09740394,0.2811295,-0.1078399,-0.007417411,0.4784521,-0.8678987,0.1333432
0.4447234,Body_LeftHandRingTip,-0.08749717,0.2858447,-0.1020062,-0.007417411,0.4784521,-0.8678987,0.1333432
0.4447234,FullBody_LeftHandLittleMetacarpal,-0.1092132,0.211486,-0.17853,0.2643373,0.4036892,-0.4981392,0.7204291
0.4447234,Body_LeftHandLittleProximal,-0.1168034,0.2330195,-0.1424544,0.2991837,0.3962508,-0.5879332,0.6385993
0.4447234,FullBody_LeftHandLittleIntermediate,-0.1166496,0.2477813,-0.1178067,0.1215012,0.5286168,-0.7325383,0.4113265
0.4447234,FullBody_LeftHandLittleDistal,-0.1046424,0.2567884,-0.1061646,-0.01088306,0.5204237,-0.8004766,0.2971161
0.4447234,FullBody_LeftHandLittleTip,-0.0986388,0.261292,-0.1003436,-0.01088306,0.5204237,-0.8004766,0.2971161
0.4447234,FullBody_RightHandPalm,0.1054098,0.2033182,-0.2047053,0.6827458,0.4810883,0.3965894,-0.3809583
0.4447234,Body_RightHandWrist,0.09824669,0.1898078,-0.2370738,0.6827458,0.4810883,0.3965894,-0.3809583
0.4447234,FullBody_RightHandThumbMetacarpal,0.08960739,0.2278999,-0.2111739,0.3119986,0.6848163,-0.2367859,-0.6145047
0.4447234,Body_RightHandThumbProximal,0.08808446,0.2497423,-0.1900748,0.2520755,0.7105056,-0.05328269,-0.6548288
0.4447234,FullBody_RightHandThumbDistal,0.08760029,0.2632682,-0.1615155,0.04721322,0.7679809,0.01875205,-0.6384548
0.4447234,Body_RightHandThumbTip,0.08735818,0.2700312,-0.1472358,0.04721322,0.7679809,0.01875205,-0.6384548
0.4447234,FullBody_RightHandIndexMetacarpal,0.09738125,0.2195339,-0.2093696,0.6827458,0.4810883,0.3965894,-0.3809583
0.4447234,Body_RightHandIndexProximal,0.1155177,0.243208,-0.1633026,0.4365226,0.6380725,0.5664348,-0.2854176
0.4447234,FullBody_RightHandIndexIntermediate,0.09934415,0.2514984,-0.132842,0.1864024,0.7382002,0.6464325,-0.04939369
0.4447234,FullBody_RightHandIndexDistal,0.0783052,0.2563021,-0.1257067,0.06787477,0.7444636,0.6636753,0.02649947
0.4447234,Body_RightHandIndexTip,0.06778572,0.258704,-0.1221391,0.06787477,0.7444636,0.6636753,0.02649947
0.4447234,Body_RightHandMiddleMetacarpal,0.1035845,0.21694,-0.1811115,0.6827458,0.4810883,0.3965894,-0.3809583
0.4447234,Body_RightHandMiddleProximal,0.1161546,0.2235837,-0.1561524,0.4308584,0.6526895,0.5837656,-0.2181176
0.4447234,Body_RightHandMiddleIntermediate,0.09473351,0.2359396,-0.1245265,0.1397254,0.7625647,0.6305494,0.03713975
0.4447234,Body_RightHandMiddleDistal,0.07004555,0.242637,-0.121446,0.02485045,0.7368903,0.6599929,0.1441688
0.4447234,Body_RightHandMiddleTip,0.05770156,0.2459857,-0.1199057,0.02485045,0.7368903,0.6599929,0.1441688
0.4447234,Body_RightHandRingMetacarpal,0.09763487,0.1900902,-0.2012194,0.6827458,0.4810883,0.3965894,-0.3809583
0.4447234,FullBody_RightHandRingProximal,0.1079913,0.2060119,-0.1544479,0.4804448,0.6125054,0.5898108,-0.2147862
0.4447234,Body_RightHandRingIntermediate,0.09172274,0.2182362,-0.1241828,0.2082348,0.7316328,0.6456579,0.06691552
0.4447234,Body_RightHandRingDistal,0.06924844,0.227956,-0.1199335,0.06805572,0.7473598,0.6212297,0.2256001
0.4447234,FullBody_RightHandRingTip,0.05801128,0.232816,-0.1178089,0.06805572,0.7473598,0.6212297,0.2256001
0.4447234,FullBody_RightHandLittleMetacarpal,0.09312516,0.1838909,-0.1984154,0.6753303,0.3426428,0.5863122,-0.2876856
0.4447234,Body_RightHandLittleProximal,0.09644157,0.1892489,-0.1561894,0.5732331,0.5446627,0.5787999,-0.1993417
0.4447234,Body_RightHandLittleIntermediate,0.08887582,0.2005597,-0.1308858,0.3557304,0.659224,0.6619036,0.02763055
0.4447234,FullBody_RightHandLittleDistal,0.07471673,0.2101637,-0.1226323,0.2161843,0.7247893,0.6167144,0.2181931
0.4447234,FullBody_RightHandLittleTip,0.06763719,0.2149657,-0.1185056,0.2161843,0.7247893,0.6167144,0.2181931
0.5689383,Body_Start,0.003543217,-1.119921,-0.4323406,0,-0.0225468,0,0.9997458
0.5689383,Body_Hips,0.003543217,-0.1966642,-0.4323406,0.4628382,-0.5245641,-0.4802993,0.5290802
0.5689383,Body_SpineLower,0.003059316,-0.1806981,-0.4657651,0.4567043,-0.5289191,-0.467518,0.5413804
0.5689383,Body_SpineMiddle,0.003048666,-0.07339305,-0.4664835,0.468787,-0.5188538,-0.4740344,0.5350897
0.5689383,Hand_Thumb2,0.001316257,0.03030705,-0.4990342,0.479118,-0.5164911,-0.4721667,0.5298504
0.5689383,Body_Chest,-0.002250355,0.2088102,-0.4988937,0.4814104,-0.5172691,-0.4704836,0.5285092
0.5689383,Body_Neck,-0.004835989,0.3283366,-0.4548022,0.5330878,-0.3989088,-0.585058,0.4630294
